capec588,capec32,ParentOf
capec320,capec312,ChildOf
capec312,capec320,ParentOf
capec321,capec312,ChildOf
capec312,capec321,ParentOf
capec322,capec312,ChildOf
capec312,capec322,ParentOf
capec323,capec312,ChildOf
capec312,capec323,ParentOf
capec324,capec312,ChildOf
capec312,capec324,ParentOf
capec325,capec312,ChildOf
capec312,capec325,ParentOf
capec326,capec312,ChildOf
capec312,capec326,ParentOf
capec327,capec312,ChildOf
capec312,capec327,ParentOf
capec328,capec312,ChildOf
capec312,capec328,ParentOf
capec329,capec312,ChildOf
capec312,capec329,ParentOf
capec33,capec220,ChildOf
capec220,capec33,ParentOf
capec330,capec312,ChildOf
capec312,capec330,ParentOf
capec331,capec312,ChildOf
capec312,capec331,ParentOf
capec332,capec312,ChildOf
capec312,capec332,ParentOf
capec34,capec220,ChildOf
capec220,capec34,ParentOf
capec35,capec636,ChildOf
capec636,capec35,ParentOf
capec35,capec23,PeerOf
capec23,capec35,PeerOf
capec35,capec75,PeerOf
capec75,capec35,PeerOf
capec36,capec113,ChildOf
capec113,capec36,ParentOf
capec37,capec167,ChildOf
capec167,capec37,ParentOf
capec38,capec159,ChildOf
capec159,capec38,ParentOf
capec383,capec567,ChildOf
capec567,capec383,ParentOf
capec384,capec94,ChildOf
capec94,capec384,ParentOf
capec385,capec384,ChildOf
capec384,capec385,ParentOf
capec386,capec385,ChildOf
capec385,capec386,ParentOf
capec387,capec386,ChildOf
capec386,capec387,ParentOf
capec388,capec386,ChildOf
capec386,capec388,ParentOf
capec389,capec384,ChildOf
capec384,capec389,ParentOf
capec39,capec22,ChildOf
capec22,capec39,ParentOf
capec391,capec390,ChildOf
capec390,capec391,ParentOf
capec392,capec391,ChildOf
capec391,capec392,ParentOf
capec393,capec391,ChildOf
capec391,capec393,ParentOf
capec394,capec391,ChildOf
capec391,capec394,ParentOf
capec395,capec390,ChildOf
capec390,capec395,ParentOf
capec396,capec395,ChildOf
capec395,capec396,ParentOf
capec397,capec396,ChildOf
capec396,capec397,ParentOf
capec398,capec396,ChildOf
capec396,capec398,ParentOf
capec399,capec396,ChildOf
capec396,capec399,ParentOf
capec4,capec267,ChildOf
capec267,capec4,ParentOf
capec40,capec248,ChildOf
capec248,capec40,ParentOf
capec400,capec396,ChildOf
capec396,capec400,ParentOf
capec401,capec440,ChildOf
capec440,capec401,ParentOf
capec402,capec401,ChildOf
capec401,capec402,ParentOf
capec406,capec150,ChildOf
capec150,capec406,ParentOf
capec407,capec416,ChildOf
capec416,capec407,ParentOf
capec407,capec410,ChildOf
capec410,capec407,ParentOf
capec41,capec242,ChildOf
capec242,capec41,ParentOf
capec41,capec134,ChildOf
capec134,capec41,ParentOf
capec412,capec407,ChildOf
capec407,capec412,ParentOf
capec413,capec407,ChildOf
capec407,capec413,ParentOf
capec414,capec407,ChildOf
capec407,capec414,ParentOf
capec415,capec407,ChildOf
capec407,capec415,ParentOf
capec417,capec416,ChildOf
capec416,capec417,ParentOf
capec418,capec417,ChildOf
capec417,capec418,ParentOf
capec42,capec100,ChildOf
capec100,capec42,ParentOf
capec420,capec417,ChildOf
capec417,capec420,ParentOf
capec421,capec417,ChildOf
capec417,capec421,ParentOf
capec422,capec417,ChildOf
capec417,capec422,ParentOf
capec423,capec417,ChildOf
capec417,capec423,ParentOf
capec424,capec417,ChildOf
capec417,capec424,ParentOf
capec425,capec416,ChildOf
capec416,capec425,ParentOf
capec426,capec416,ChildOf
capec416,capec426,ParentOf
capec427,capec416,ChildOf
capec416,capec427,ParentOf
capec428,capec427,ChildOf
capec427,capec428,ParentOf
capec429,capec427,ChildOf
capec427,capec429,ParentOf
capec43,capec267,ChildOf
capec267,capec43,ParentOf
capec433,capec427,ChildOf
capec427,capec433,ParentOf
capec434,capec427,ChildOf
capec427,capec434,ParentOf
capec435,capec427,ChildOf
capec427,capec435,ParentOf
capec44,capec100,ChildOf
capec100,capec44,ParentOf
capec44,capec23,ChildOf
capec23,capec44,ParentOf
capec442,capec441,ChildOf
capec441,capec442,ParentOf
capec443,capec444,ChildOf
capec444,capec443,ParentOf
capec444,capec438,ChildOf
capec438,capec444,ParentOf
capec445,capec444,ChildOf
capec444,capec445,ParentOf
capec446,capec444,ChildOf
capec444,capec446,ParentOf
capec447,capec438,ChildOf
capec438,capec447,ParentOf
capec448,capec442,ChildOf
capec442,capec448,ParentOf
capec45,capec100,ChildOf
capec100,capec45,ParentOf
capec452,capec441,ChildOf
capec441,capec452,ParentOf
capec456,capec441,ChildOf
capec441,capec456,ParentOf
capec457,capec456,ChildOf
capec456,capec457,ParentOf
capec457,capec529,CanPrecede
capec529,capec457,CanFollow
capec458,capec456,ChildOf
capec456,capec458,ParentOf
capec459,capec473,ChildOf
capec473,capec459,ParentOf
capec46,capec100,ChildOf
capec100,capec46,ParentOf
capec46,capec8,PeerOf
capec8,capec46,PeerOf
capec46,capec10,PeerOf
capec10,capec46,PeerOf
capec460,capec15,ChildOf
capec15,capec460,ParentOf
capec461,capec115,ChildOf
capec115,capec461,ParentOf
capec462,capec54,ChildOf
capec54,capec462,ParentOf
capec463,capec97,ChildOf
capec97,capec463,ParentOf
capec464,capec554,ChildOf
capec554,capec464,ParentOf
capec465,capec554,ChildOf
capec554,capec465,ParentOf
capec466,capec94,ChildOf
capec94,capec466,ParentOf
capec467,capec62,ChildOf
capec62,capec467,ParentOf
capec467,capec408,ChildOf
capec408,capec467,ParentOf
capec468,capec242,ChildOf
capec242,capec468,ParentOf
capec469,capec227,ChildOf
capec227,capec469,ParentOf
capec47,capec100,ChildOf
capec100,capec47,ParentOf
capec470,capec66,ChildOf
capec66,capec470,ParentOf
capec471,capec159,ChildOf
capec159,capec471,ParentOf
capec472,capec541,ChildOf
capec541,capec472,ParentOf
capec473,capec151,ChildOf
capec151,capec473,ParentOf
capec474,capec473,ChildOf
capec473,capec474,ParentOf
capec475,capec473,ChildOf
capec473,capec475,ParentOf
capec476,capec473,ChildOf
capec473,capec476,ParentOf
capec477,capec473,ChildOf
capec473,capec477,ParentOf
capec478,capec203,ChildOf
capec203,capec478,ParentOf
capec479,capec473,ChildOf
capec473,capec479,ParentOf
capec48,capec212,ChildOf
capec212,capec48,ParentOf
capec482,capec125,ChildOf
capec125,capec482,ParentOf
capec484,capec82,ChildOf
capec82,capec484,ParentOf
capec485,capec473,ChildOf
capec473,capec485,ParentOf
capec486,capec125,ChildOf
capec125,capec486,ParentOf
capec487,capec125,ChildOf
capec125,capec487,ParentOf
capec488,capec125,ChildOf
capec125,capec488,ParentOf
capec489,capec125,ChildOf
capec125,capec489,ParentOf
capec49,capec112,ChildOf
capec112,capec49,ParentOf
capec490,capec125,ChildOf
capec125,capec490,ParentOf
capec491,capec230,ChildOf
capec230,capec491,ParentOf
capec491,capec228,CanFollow
capec228,capec491,CanPrecede
capec492,capec130,ChildOf
capec130,capec492,ParentOf
capec493,capec130,ChildOf
capec130,capec493,ParentOf
capec494,capec130,ChildOf
capec130,capec494,ParentOf
capec495,capec130,ChildOf
capec130,capec495,ParentOf
capec496,capec130,ChildOf
capec130,capec496,ParentOf
capec498,capec545,ChildOf
capec545,capec498,ParentOf
capec499,capec117,ChildOf
capec117,capec499,ParentOf
capec5,capec220,ChildOf
capec220,capec5,ParentOf
capec50,capec212,ChildOf
capec212,capec50,ParentOf
capec500,capec253,ChildOf
capec253,capec500,ParentOf
capec501,capec499,ChildOf
capec499,capec501,ParentOf
capec501,capec173,ChildOf
capec173,capec501,ParentOf
capec502,capec148,ChildOf
capec148,capec502,ParentOf
capec503,capec122,ChildOf
capec122,capec503,ParentOf
capec504,capec173,ChildOf
capec173,capec504,ParentOf
capec505,capec173,ChildOf
capec173,capec505,ParentOf
capec506,capec173,ChildOf
capec173,capec506,ParentOf
capec51,capec203,ChildOf
capec203,capec51,ParentOf
capec510,capec21,ChildOf
capec21,capec510,ParentOf
capec511,capec444,ChildOf
capec444,capec511,ParentOf
capec516,capec444,ChildOf
capec444,capec516,ParentOf
capec517,capec447,ChildOf
capec447,capec517,ParentOf
capec518,capec447,ChildOf
capec447,capec518,ParentOf
capec519,capec447,ChildOf
capec447,capec519,ParentOf
capec52,capec267,ChildOf
capec267,capec52,ParentOf
capec520,capec444,ChildOf
capec444,capec520,ParentOf
capec521,capec447,ChildOf
capec447,capec521,ParentOf
capec522,capec439,ChildOf
capec439,capec522,ParentOf
capec523,capec439,ChildOf
capec439,capec523,ParentOf
capec524,capec439,ChildOf
capec439,capec524,ParentOf
capec528,capec125,ChildOf
capec125,capec528,ParentOf
capec529,capec169,ChildOf
capec169,capec529,ParentOf
capec53,capec267,ChildOf
capec267,capec53,ParentOf
capec530,capec531,ChildOf
capec531,capec530,ParentOf
capec531,capec534,ChildOf
capec534,capec531,ParentOf
capec532,capec444,ChildOf
capec444,capec532,ParentOf
capec533,capec186,ChildOf
capec186,capec533,ParentOf
capec534,capec440,ChildOf
capec440,capec534,ParentOf
capec535,capec531,ChildOf
capec531,capec535,ParentOf
capec536,capec176,ChildOf
capec176,capec536,ParentOf
capec537,capec444,ChildOf
capec444,capec537,ParentOf
capec538,capec444,ChildOf
capec444,capec538,ParentOf
capec539,capec444,ChildOf
capec444,capec539,ParentOf
capec54,capec116,ChildOf
capec116,capec54,ParentOf
capec540,capec123,ChildOf
capec123,capec540,ParentOf
capec541,capec224,ChildOf
capec224,capec541,ParentOf
capec542,capec549,ChildOf
capec549,capec542,ParentOf
capec543,capec194,ChildOf
capec194,capec543,ParentOf
capec543,capec98,CanPrecede
capec98,capec543,CanFollow
capec544,capec194,ChildOf
capec194,capec544,ParentOf
capec545,capec116,ChildOf
capec116,capec545,ParentOf
capec546,capec545,ChildOf
capec545,capec546,ParentOf
capec547,capec607,ChildOf
capec607,capec547,ParentOf
capec55,capec49,ChildOf
capec49,capec55,ParentOf
capec550,capec542,ChildOf
capec542,capec550,ParentOf
capec551,capec542,ChildOf
capec542,capec551,ParentOf
capec552,capec542,ChildOf
capec542,capec552,ParentOf
capec555,capec560,ChildOf
capec560,capec555,ParentOf
capec556,capec542,ChildOf
capec542,capec556,ParentOf
capec558,capec542,ChildOf
capec542,capec558,ParentOf
capec559,capec601,ChildOf
capec601,capec559,ParentOf
capec560,capec21,ChildOf
capec21,capec560,ParentOf
capec561,capec560,ChildOf
capec560,capec561,ParentOf
capec562,capec17,ChildOf
capec17,capec562,ParentOf
capec563,capec17,ChildOf
capec17,capec563,ParentOf
capec564,capec542,ChildOf
capec542,capec564,ParentOf
capec566,capec567,ChildOf
capec567,capec566,ParentOf
capec568,capec569,ChildOf
capec569,capec568,ParentOf
capec569,capec116,ChildOf
capec116,capec569,ParentOf
capec57,capec94,ChildOf
capec94,capec57,ParentOf
capec571,capec161,ChildOf
capec161,capec571,ParentOf
capec572,capec148,ChildOf
capec148,capec572,ParentOf
capec573,capec169,ChildOf
capec169,capec573,ParentOf
capec574,capec169,ChildOf
capec169,capec574,ParentOf
capec575,capec169,ChildOf
capec169,capec575,ParentOf
capec576,capec169,ChildOf
capec169,capec576,ParentOf
capec577,capec169,ChildOf
capec169,capec577,ParentOf
capec578,capec176,ChildOf
capec176,capec578,ParentOf
capec579,capec542,ChildOf
capec542,capec579,ParentOf
capec58,capec1,ChildOf
capec1,capec58,ParentOf
capec58,capec233,ChildOf
capec233,capec58,ParentOf
capec580,capec169,ChildOf
capec169,capec580,ParentOf
capec581,capec580,ChildOf
capec580,capec581,ParentOf
capec582,capec607,ChildOf
capec607,capec582,ParentOf
capec583,capec582,ChildOf
capec582,capec583,ParentOf
capec584,capec582,ChildOf
capec582,capec584,ParentOf
capec585,capec582,ChildOf
capec582,capec585,ParentOf
capec587,capec195,ChildOf
capec195,capec587,ParentOf
capec588,capec63,ChildOf
capec63,capec588,ParentOf
capec589,capec603,ChildOf
capec603,capec589,ParentOf
capec59,capec196,ChildOf
capec196,capec59,ParentOf
capec590,capec603,ChildOf
capec603,capec590,ParentOf
capec591,capec63,ChildOf
capec63,capec591,ParentOf
capec592,capec63,ChildOf
capec63,capec592,ParentOf
capec593,capec21,ChildOf
capec21,capec593,ParentOf
capec595,capec594,ChildOf
capec594,capec595,ParentOf
capec596,capec595,ChildOf
capec595,capec596,ParentOf
capec597,capec126,ChildOf
capec126,capec597,ParentOf
capec598,capec194,ChildOf
capec194,capec598,ParentOf
capec599,capec195,ChildOf
capec195,capec599,ParentOf
capec6,capec137,ChildOf
capec137,capec6,ParentOf
capec60,capec593,ChildOf
capec593,capec60,ParentOf
capec601,capec607,ChildOf
capec607,capec601,ParentOf
capec603,capec607,ChildOf
capec607,capec603,ParentOf
capec604,capec601,ChildOf
capec601,capec604,ParentOf
capec605,capec601,ChildOf
capec601,capec605,ParentOf
capec606,capec620,ChildOf
capec620,capec606,ParentOf
capec608,capec97,ChildOf
capec97,capec608,ParentOf
capec609,capec157,ChildOf
capec157,capec609,ParentOf
capec61,capec593,ChildOf
capec593,capec61,ParentOf
capec610,capec240,ChildOf
capec240,capec610,ParentOf
capec611,capec616,ChildOf
capec616,capec611,ParentOf
capec612,capec292,ChildOf
capec292,capec612,ParentOf
capec613,capec292,ChildOf
capec292,capec613,ParentOf
capec614,capec186,ChildOf
capec186,capec614,ParentOf
capec615,capec616,ChildOf
capec616,capec615,ParentOf
capec616,capec154,ChildOf
capec154,capec616,ParentOf
capec617,capec616,ChildOf
capec616,capec617,ParentOf
capec618,capec292,ChildOf
capec292,capec618,ParentOf
capec619,capec292,ChildOf
capec292,capec619,ParentOf
capec62,capec21,ChildOf
capec21,capec62,ParentOf
capec620,capec212,ChildOf
capec212,capec620,ParentOf
capec621,capec189,ChildOf
capec189,capec621,ParentOf
capec622,capec189,ChildOf
capec189,capec622,ParentOf
capec623,capec189,ChildOf
capec189,capec623,ParentOf
capec625,capec624,ChildOf
capec624,capec625,ParentOf
capec626,capec167,ChildOf
capec167,capec626,ParentOf
capec627,capec148,ChildOf
capec148,capec627,ParentOf
capec628,capec627,ChildOf
capec627,capec628,ParentOf
capec629,capec114,ChildOf
capec114,capec629,ParentOf
capec63,capec242,ChildOf
capec242,capec63,ParentOf
capec630,capec616,ChildOf
capec616,capec630,ParentOf
capec631,capec616,ChildOf
capec616,capec631,ParentOf
capec632,capec616,ChildOf
capec616,capec632,ParentOf
capec633,capec194,ChildOf
capec194,capec633,ParentOf
capec634,capec651,ChildOf
capec651,capec634,ParentOf
capec634,capec545,ChildOf
capec545,capec634,ParentOf
capec635,capec165,ChildOf
capec165,capec635,ParentOf
capec636,capec165,ChildOf
capec165,capec636,ParentOf
capec637,capec150,ChildOf
capec150,capec637,ParentOf
capec638,capec452,ChildOf
capec452,capec638,ParentOf
capec639,capec545,ChildOf
capec545,capec639,ParentOf
capec64,capec267,ChildOf
capec267,capec64,ParentOf
capec640,capec251,ChildOf
capec251,capec640,ParentOf
capec641,capec159,ChildOf
capec159,capec641,ParentOf
capec642,capec17,ChildOf
capec17,capec642,ParentOf
capec643,capec309,ChildOf
capec309,capec643,ParentOf
capec644,capec560,ChildOf
capec560,capec644,ParentOf
capec645,capec560,ChildOf
capec560,capec645,ParentOf
capec646,capec169,ChildOf
capec169,capec646,ParentOf
capec647,capec150,ChildOf
capec150,capec647,ParentOf
capec648,capec150,ChildOf
capec150,capec648,ParentOf
capec649,capec635,ChildOf
capec635,capec649,ParentOf
capec65,capec157,ChildOf
capec157,capec65,ParentOf
capec65,capec37,CanPrecede
capec37,capec65,CanFollow
capec650,capec17,ChildOf
capec17,capec650,ParentOf
capec651,capec117,ChildOf
capec117,capec651,ParentOf
capec66,capec248,ChildOf
capec248,capec66,ParentOf
capec67,capec100,ChildOf
capec100,capec67,ParentOf
capec68,capec233,ChildOf
capec233,capec68,ParentOf
capec69,capec233,ChildOf
capec233,capec69,ParentOf
capec69,capec8,CanPrecede
capec8,capec69,CanFollow
capec69,capec9,CanPrecede
capec9,capec69,CanFollow
capec69,capec10,CanPrecede
capec10,capec69,CanFollow
capec69,capec67,CanPrecede
capec67,capec69,CanFollow
capec7,capec66,ChildOf
capec66,capec7,ParentOf
capec70,capec49,ChildOf
capec49,capec70,ParentOf
capec71,capec267,ChildOf
capec267,capec71,ParentOf
capec72,capec267,ChildOf
capec267,capec72,ParentOf
capec73,capec165,ChildOf
capec165,capec73,ParentOf
capec73,capec592,CanPrecede
capec592,capec73,CanFollow
capec75,capec176,ChildOf
capec176,capec75,ParentOf
capec76,capec126,ChildOf
capec126,capec76,ParentOf
capec77,capec22,ChildOf
capec22,capec77,ParentOf
capec78,capec267,ChildOf
capec267,capec78,ParentOf
capec79,capec267,ChildOf
capec267,capec79,ParentOf
capec8,capec100,ChildOf
